seqa_bank,seqb_bank,ptr_bank1,ptr_bank2,m_bank1,m_bank2,unrolla,unrollb,bench,target_clock,estimated_clock,min_latency,max_latency,bram_used,dsp48_used,ff_used,lut_used
2,4,4,2,4,1,2,4,nw-estimate::machsuite-nw-1-2-2-1-2-0-1-2,4.0,2.92,66856,72288,74,0,5051,11649
4,2,1,4,2,1,2,2,nw-estimate::machsuite-nw-2-1-0-2-1-0-1-1,4.0,2.92,66922,72354,68,0,4564,9451
1,2,4,2,2,2,2,2,nw-estimate::machsuite-nw-0-1-2-1-1-1-1-1,4.0,2.92,66922,72354,71,0,4786,9346
2,1,1,2,2,2,2,2,nw-estimate::machsuite-nw-1-0-0-1-1-1-1-1,4.0,2.92,66922,72354,67,0,4696,9109
4,2,2,1,1,2,2,2,nw-estimate::machsuite-nw-2-1-1-0-0-1-1-1,4.0,2.92,66922,72354,64,0,4715,9391
2,1,2,2,2,2,4,2,nw-estimate::machsuite-nw-1-0-1-1-1-1-2-1,4.0,3.068,54728,60160,71,0,5395,10707
4,2,4,4,1,2,2,2,nw-estimate::machsuite-nw-2-1-2-2-0-1-1-1,4.0,2.92,66922,72354,68,0,4796,10111
2,2,4,2,1,4,4,2,nw-estimate::machsuite-nw-1-1-2-1-0-2-2-1,4.0,3.035,54728,60160,72,0,5269,11436
4,2,2,1,2,2,2,2,nw-estimate::machsuite-nw-2-1-1-0-1-1-1-1,4.0,2.92,66922,72354,70,0,4708,9299
1,1,2,4,1,2,2,2,nw-estimate::machsuite-nw-0-0-1-2-0-1-1-1,4.0,2.92,66922,72354,64,0,4744,9573
2,4,2,4,4,2,4,4,nw-estimate::machsuite-nw-1-2-1-2-2-1-2-2,4.0,3.035,54662,60094,86,0,6791,15353
4,4,4,2,2,2,2,2,nw-estimate::machsuite-nw-2-2-2-1-1-1-1-1,4.0,2.92,66922,72354,76,0,4868,9613
2,4,4,4,4,2,2,4,nw-estimate::machsuite-nw-1-2-2-2-2-1-1-2,4.0,2.92,66856,72288,86,0,5318,12095
4,2,2,2,1,2,2,2,nw-estimate::machsuite-nw-2-1-1-1-0-1-1-1,4.0,3.068,66922,72354,68,0,4620,9401
4,4,2,4,2,2,2,2,nw-estimate::machsuite-nw-2-2-1-2-1-1-1-1,4.0,2.92,66922,72354,76,0,4806,9774
1,4,4,4,2,1,2,2,nw-estimate::machsuite-nw-0-2-2-2-1-0-1-1,4.0,2.92,66922,72354,67,0,4618,9902
1,2,2,2,4,2,2,4,nw-estimate::machsuite-nw-0-1-1-1-2-1-1-2,4.0,3.068,66856,72288,83,0,5354,11386
4,1,4,4,2,4,8,2,nw-estimate::machsuite-nw-2-0-2-2-1-2-3-1,4.0,3.035,50615,56047,85,0,6873,15058
1,1,1,4,2,2,2,2,nw-estimate::machsuite-nw-0-0-0-2-1-1-1-1,4.0,2.92,66922,72354,70,0,4740,9370
4,2,2,2,4,2,2,4,nw-estimate::machsuite-nw-2-1-1-1-2-1-1-2,4.0,3.068,66856,72288,86,0,5374,11611
1,4,2,2,2,2,2,2,nw-estimate::machsuite-nw-0-2-1-1-1-1-1-1,4.0,3.068,66922,72354,73,0,4641,9107
2,1,2,4,2,4,4,2,nw-estimate::machsuite-nw-1-0-1-2-1-2-2-1,4.0,3.035,54728,60160,83,0,5320,10839
2,4,2,2,2,2,2,2,nw-estimate::machsuite-nw-1-2-1-1-1-1-1-1,4.0,3.068,66922,72354,74,0,4658,9111
4,4,2,4,1,2,2,2,nw-estimate::machsuite-nw-2-2-1-2-0-1-1-1,4.0,2.92,66922,72354,70,0,4799,9866
1,1,2,4,2,2,2,2,nw-estimate::machsuite-nw-0-0-1-2-1-1-1-1,4.0,2.92,66922,72354,70,0,4737,9511
4,2,4,1,4,2,2,4,nw-estimate::machsuite-nw-2-1-2-0-2-1-1-2,4.0,2.92,66856,72288,86,0,5347,11594
2,1,4,2,1,4,4,2,nw-estimate::machsuite-nw-1-0-2-1-0-2-2-1,4.0,3.035,54728,60160,71,0,5288,11376
1,2,2,4,2,1,2,2,nw-estimate::machsuite-nw-0-1-1-2-1-0-1-1,4.0,2.92,66922,72354,65,0,4469,9382
4,2,2,4,2,4,8,2,nw-estimate::machsuite-nw-2-1-1-2-1-2-3-1,4.0,3.035,50615,56047,86,0,6532,14351
2,4,2,4,2,4,4,2,nw-estimate::machsuite-nw-1-2-1-2-1-2-2-1,4.0,3.035,54728,60160,86,0,5297,10983
1,4,4,4,4,1,2,4,nw-estimate::machsuite-nw-0-2-2-2-2-0-1-2,4.0,2.92,66856,72288,73,0,4909,11879
2,2,2,1,2,2,2,2,nw-estimate::machsuite-nw-1-1-1-0-1-1-1-1,4.0,2.92,66922,72354,68,0,4710,9149
4,4,4,4,2,2,2,4,nw-estimate::machsuite-nw-2-2-2-2-1-1-1-2,4.0,2.92,66856,72288,76,0,5274,12096
2,2,4,2,4,1,2,4,nw-estimate::machsuite-nw-1-1-2-1-2-0-1-2,4.0,2.92,66856,72288,72,0,5047,11552
4,2,2,4,2,4,4,4,nw-estimate::machsuite-nw-2-1-1-2-1-2-2-2,4.0,3.035,54662,60094,86,0,6075,14107
1,2,2,1,2,1,2,2,nw-estimate::machsuite-nw-0-1-1-0-1-0-1-1,4.0,2.92,66922,72354,61,0,4480,8812
4,4,2,4,4,2,2,4,nw-estimate::machsuite-nw-2-2-1-2-2-1-1-2,4.0,2.92,66856,72288,88,0,5485,12100
1,2,4,4,1,2,2,2,nw-estimate::machsuite-nw-0-1-2-2-0-1-1-1,4.0,2.92,66922,72354,65,0,4764,10048
2,4,4,4,2,2,2,2,nw-estimate::machsuite-nw-1-2-2-2-1-1-1-1,4.0,2.92,66922,72354,74,0,4800,10009
4,1,2,4,2,4,4,2,nw-estimate::machsuite-nw-2-0-1-2-1-2-2-1,4.0,3.035,54728,60160,85,0,5322,10902
4,1,1,4,2,1,2,2,nw-estimate::machsuite-nw-2-0-0-2-1-0-1-1,4.0,2.92,66922,72354,67,0,4568,9465
4,4,2,4,4,1,2,4,nw-estimate::machsuite-nw-2-2-1-2-2-0-1-2,4.0,2.92,66856,72288,76,0,5264,12120
2,2,1,2,2,1,2,2,nw-estimate::machsuite-nw-1-1-0-1-1-0-1-1,4.0,2.92,66922,72354,62,0,4570,9179
4,4,2,2,2,1,2,2,nw-estimate::machsuite-nw-2-2-1-1-1-0-1-1,4.0,3.068,66922,72354,70,0,4622,9525
1,4,4,1,1,2,2,2,nw-estimate::machsuite-nw-0-2-2-0-0-1-1-1,4.0,2.92,66922,72354,67,0,4732,9455
2,1,2,4,2,1,2,2,nw-estimate::machsuite-nw-1-0-1-2-1-0-1-1,4.0,2.92,66922,72354,65,0,4551,9477
2,2,4,2,1,2,2,2,nw-estimate::machsuite-nw-1-1-2-1-0-1-1-1,4.0,2.92,66922,72354,66,0,4662,9378
1,2,4,2,1,2,2,2,nw-estimate::machsuite-nw-0-1-2-1-0-1-1-1,4.0,2.92,66922,72354,65,0,4639,9374
1,4,4,2,4,2,2,4,nw-estimate::machsuite-nw-0-2-2-1-2-1-1-2,4.0,2.92,66856,72288,85,0,5236,11236
1,4,4,2,2,2,2,2,nw-estimate::machsuite-nw-0-2-2-1-1-1-1-1,4.0,2.92,66922,72354,73,0,4772,9427
1,2,4,2,4,1,2,4,nw-estimate::machsuite-nw-0-1-2-1-2-0-1-2,4.0,2.92,66856,72288,71,0,4928,11288
4,1,4,2,2,4,4,2,nw-estimate::machsuite-nw-2-0-2-1-1-2-2-1,4.0,3.035,54728,60160,85,0,5522,11502
2,1,2,2,2,1,2,2,nw-estimate::machsuite-nw-1-0-1-1-1-0-1-1,4.0,3.068,66922,72354,65,0,4566,9251
1,4,4,1,4,1,2,4,nw-estimate::machsuite-nw-0-2-2-0-2-0-1-2,4.0,2.92,66856,72288,73,0,5004,10921
1,2,4,4,2,1,2,2,nw-estimate::machsuite-nw-0-1-2-2-1-0-1-1,4.0,2.92,66922,72354,65,0,4632,9853
4,4,2,1,2,2,2,2,nw-estimate::machsuite-nw-2-2-1-0-1-1-1-1,4.0,2.92,66922,72354,72,0,4795,9445
1,4,1,2,2,1,2,2,nw-estimate::machsuite-nw-0-2-0-1-1-0-1-1,4.0,2.92,66922,72354,63,0,4496,9160
2,4,4,1,1,2,2,2,nw-estimate::machsuite-nw-1-2-2-0-0-1-1-1,4.0,2.92,66922,72354,68,0,4748,9459
1,2,2,4,2,2,2,4,nw-estimate::machsuite-nw-0-1-1-2-1-1-1-2,4.0,2.92,66856,72288,71,0,5050,11610
4,4,4,4,2,1,2,2,nw-estimate::machsuite-nw-2-2-2-2-1-0-1-1,4.0,2.92,66922,72354,70,0,4758,10144
4,2,4,4,4,4,8,4,nw-estimate::machsuite-nw-2-1-2-2-2-2-3-2,4.0,3.035,50549,55981,94,0,8955,21302
4,1,1,2,2,2,2,2,nw-estimate::machsuite-nw-2-0-0-1-1-1-1-1,4.0,2.92,66922,72354,69,0,4699,9281
