bench,bank11,bank12,bank21,bank22,unroll1,unroll2,unroll3,target_clk,estimate_clk,est_min_lat,est_max_lat,est_bram,est_dsp,est_ff,est_lut,est_read_lat,est_compute_lat,est_write_lat
gemm-dse:gemm-3-3-2-2-0-4-2,4,4,3,3,1,8,4,4.0,2.92,344107,344107,102,258,24372,12177,32778,294922,16401
gemm-dse:gemm-1-0-0-0-1-2-0,2,1,1,1,2,4,1,4.0,2.92,7766036,7766036,91,32,4514,4116,32776,7716864,16391
gemm-dse:gemm-1-2-2-2-1-1-4,2,3,3,3,2,2,8,4.0,2.92,344120,344120,122,518,46637,45263,32778,294935,16401
gemm-dse:gemm-3-3-0-2-4-2-2,4,4,1,3,8,4,4,4.0,2.92,245801,245801,102,2050,150230,54887,32777,196617,16401
gemm-dse:gemm-3-0-0-1-1-1-0,4,1,1,2,2,2,1,4.0,2.92,7831572,7831572,96,16,3299,3446,32776,7782400,16391
gemm-dse:gemm-0-3-3-3-3-2-4,1,4,4,4,6,4,8,4.0,2.92,158739,158739,98,1404,98936,35815,32776,109568,16390
gemm-dse:gemm-0-2-2-3-1-0-0,1,3,3,4,2,1,1,4.0,2.92,7258144,7258144,122,14,6998,5877,32778,7208960,16401
gemm-dse:gemm-0-0-2-2-4-4-1,1,1,3,3,8,8,2,4.0,2.92,344142,344142,96,2052,157031,69717,32778,294957,16401
gemm-dse:gemm-0-3-2-3-4-1-2,1,4,3,4,8,2,4,4.0,2.92,192553,192553,114,1920,142258,51619,32777,143369,16401
gemm-dse:gemm-3-0-0-3-2-2-0,4,1,1,4,4,4,1,4.0,2.92,7757844,7757844,98,64,7371,6222,32776,7708672,16391
gemm-dse:gemm-3-2-0-3-3-0-3,4,3,1,4,6,1,6,4.0,2.92,1523989,1523989,130,204,37540,20540,32777,1474816,16391
gemm-dse:gemm-0-3-2-0-0-1-3,1,4,3,1,1,2,6,4.0,2.92,573482,573482,102,132,14495,12054,32777,524298,16401
gemm-dse:gemm-2-2-2-2-4-3-4,3,3,3,3,8,6,8,4.0,2.92,344143,344143,110,2052,170362,89464,32778,294958,16401
gemm-dse:gemm-1-3-1-3-3-0-3,2,4,2,4,6,1,6,4.0,2.92,1374227,1374227,98,192,18358,9406,32776,1325056,16390
gemm-dse:gemm-1-0-1-2-4-0-2,2,1,2,3,8,1,4,4.0,2.92,1695774,1695774,104,66,11940,9373,32777,1646592,16400
gemm-dse:gemm-2-2-2-2-4-0-1,3,3,3,3,8,1,2,4.0,2.92,1769514,1769514,110,260,54689,32047,32778,1720330,16401
gemm-dse:gemm-2-0-2-0-0-4-1,3,1,3,1,1,8,2,4.0,2.92,1065027,1065027,110,256,26786,24445,32777,1015843,16401
gemm-dse:gemm-0-0-0-0-3-3-4,1,1,1,1,6,6,8,4.0,2.92,606484,606484,89,1536,108947,35796,32776,557312,16391
gemm-dse:gemm-2-2-1-2-1-1-4,3,3,2,3,2,2,8,4.0,2.92,1097794,1097794,116,518,49297,35949,32778,1048610,16400
gemm-dse:gemm-0-3-3-3-2-3-3,1,4,4,4,4,6,6,4.0,2.92,180256,180256,98,1024,74079,27092,32776,131084,16390
gemm-dse:gemm-0-0-0-3-3-2-3,1,1,1,4,6,4,6,4.0,2.92,330516,330516,92,512,41649,16874,32776,281344,16391
gemm-dse:gemm-3-1-2-3-0-4-0,4,2,3,4,1,8,1,4.0,2.92,8044575,8044575,114,32,6695,5993,32777,7995392,16401
gemm-dse:gemm-1-2-3-0-0-3-2,2,3,4,1,1,6,4,4.0,2.92,1359904,1359904,118,258,27086,19590,32777,1310730,16391
gemm-dse:gemm-0-2-2-1-2-1-3,1,3,3,2,4,2,6,4.0,2.92,442436,442436,116,1026,83835,58676,32778,393251,16401
gemm-dse:gemm-0-0-2-3-2-0-2,1,1,3,4,4,1,4,4.0,2.92,2719775,2719775,108,20,6429,6206,32777,2670592,16401
gemm-dse:gemm-2-0-2-3-4-2-4,3,1,3,4,8,4,8,4.0,2.92,335939,335939,122,2048,155674,68237,32777,286755,16401
gemm-dse:gemm-3-0-2-3-0-0-2,4,1,3,4,1,1,4,4.0,2.92,2146347,2146347,114,32,6264,5079,32777,2097163,16401
gemm-dse:gemm-2-1-0-3-2-0-3,3,2,1,4,4,1,6,4.0,2.92,1785887,1785887,118,128,15671,15711,32777,1736714,16391
gemm-dse:gemm-2-2-3-2-0-3-3,3,3,4,3,1,6,6,4.0,2.92,2146369,2146369,122,262,30806,30460,32778,2097184,16401
gemm-dse:gemm-3-1-1-2-4-4-4,4,2,2,3,8,8,8,4.0,2.92,172072,172072,108,2050,148583,56964,32777,122889,16400
gemm-dse:gemm-1-1-2-2-3-4-3,2,2,3,3,6,8,6,4.0,2.92,326186,326186,102,1574,114452,43117,32778,277002,16401
gemm-dse:gemm-3-3-2-0-0-2-4,4,4,3,1,1,4,8,4.0,2.92,573482,573482,102,256,23416,9833,32777,524298,16401
gemm-dse:gemm-3-3-1-1-3-2-4,4,4,2,2,6,4,8,4.0,2.92,218388,218388,98,1536,108567,36863,32776,169216,16391
gemm-dse:gemm-1-2-0-0-2-2-2,2,3,1,1,4,4,4,4.0,2.92,573509,573509,115,1026,84125,53077,32777,524335,16391
gemm-dse:gemm-0-0-1-2-0-4-3,1,1,2,3,1,8,6,4.0,2.92,2146345,2146345,102,184,17756,18902,32777,2097162,16400
gemm-dse:gemm-1-1-0-3-4-3-0,2,2,1,4,8,6,1,4.0,2.92,11685908,11685908,98,192,22922,21838,32776,11636736,16391
gemm-dse:gemm-3-0-3-3-4-3-4,4,1,4,4,8,6,8,4.0,2.92,114726,114726,98,2048,144162,51763,32776,65554,16390
gemm-dse:gemm-0-0-2-1-0-0-4,1,1,3,2,1,1,8,4.0,2.92,2146347,2146347,102,20,5414,5619,32777,2097163,16401
gemm-dse:gemm-1-3-0-1-4-2-1,2,4,1,2,8,4,2,4.0,2.92,311380,311380,96,2048,141824,50276,32776,262207,16391
gemm-dse:gemm-0-3-2-3-3-0-1,1,4,3,4,6,1,2,4.0,2.92,2957855,2957855,114,216,21731,11646,32777,2908672,16401
gemm-dse:gemm-1-0-1-3-0-0-2,2,1,2,4,1,1,4,4.0,2.92,2146330,2146330,94,32,4673,3992,32776,2097158,16390
gemm-dse:gemm-2-1-0-1-2-2-2,3,2,1,2,4,4,4,4.0,2.92,311347,311347,116,1024,82698,41206,32777,262173,16391
gemm-dse:gemm-1-0-2-1-4-1-0,2,1,3,2,8,2,1,4.0,2.92,8151071,8151071,104,64,9919,9792,32777,8101888,16401
gemm-dse:gemm-3-3-3-2-3-2-0,4,4,4,3,6,4,1,4.0,2.92,10785567,10785567,114,108,18165,22837,32777,10736384,16401
gemm-dse:gemm-1-3-0-2-1-0-3,2,4,1,3,2,1,6,4.0,2.92,1441823,1441823,102,66,9423,5881,32777,1392640,16401
gemm-dse:gemm-0-0-3-2-3-1-3,1,1,4,3,6,2,6,4.0,2.92,384297,384297,108,1522,113391,47071,32777,335114,16401
gemm-dse:gemm-1-0-3-2-4-0-1,2,1,4,3,8,1,2,4.0,2.92,1695775,1695775,110,66,12468,9583,32777,1646592,16401
gemm-dse:gemm-3-1-3-2-1-2-4,4,2,4,3,2,4,8,4.0,2.92,442410,442410,114,486,40537,23513,32777,393226,16401
gemm-dse:gemm-2-3-3-2-4-0-2,3,4,4,3,8,1,4,4.0,2.92,1572906,1572906,146,258,34087,22042,32778,1523722,16401
gemm-dse:gemm-2-2-1-0-2-2-2,3,3,2,1,4,4,4,4.0,2.92,647201,647201,104,1026,84093,47389,32778,598026,16391
gemm-dse:gemm-1-1-3-3-4-4-4,2,2,4,4,8,8,8,4.0,2.92,135195,135195,98,2048,144744,49663,32776,86023,16390
gemm-dse:gemm-0-1-2-1-3-2-4,1,2,3,2,6,4,8,4.0,2.92,221215,221215,104,1152,85516,31762,32777,172032,16401
gemm-dse:gemm-3-0-1-0-3-3-2,4,1,2,1,6,6,4,4.0,2.92,346900,346900,96,1536,110030,36183,32776,297728,16391
gemm-dse:gemm-3-0-1-1-2-0-3,4,1,2,2,4,1,6,4.0,2.92,1343508,1343508,98,128,12632,6482,32776,1294336,16391
gemm-dse:gemm-3-2-0-1-1-2-3,4,3,1,2,2,4,6,4.0,2.92,311343,311343,128,514,46350,41721,32777,262169,16391
gemm-dse:gemm-3-0-2-0-2-4-4,4,1,3,1,4,8,8,4.0,2.92,573481,573481,102,1024,78543,32113,32777,524297,16401
gemm-dse:gemm-1-2-2-2-4-1-3,2,3,3,3,8,2,6,4.0,2.92,344120,344120,122,2054,160192,91699,32778,294935,16401
gemm-dse:gemm-1-2-0-2-3-3-0,2,3,1,3,6,6,1,4.0,2.92,32873503,32873503,122,388,64186,47776,32777,32824320,16401
gemm-dse:gemm-1-0-0-2-3-0-2,2,1,1,3,6,1,4,4.0,2.92,1750047,1750047,98,78,11080,7457,32777,1700864,16401
gemm-dse:gemm-2-2-3-3-0-1-0,3,3,4,4,1,2,1,4.0,2.92,14598176,14598176,106,14,5587,6059,32778,14549003,16390
gemm-dse:gemm-0-3-0-3-0-0-4,1,4,1,4,1,1,8,4.0,2.92,2146331,2146331,98,32,4642,3764,32776,2097158,16391
gemm-dse:gemm-1-2-2-0-1-3-1,2,3,3,1,2,6,2,4.0,2.92,589880,589880,122,514,46109,42450,32778,540695,16401
gemm-dse:gemm-1-1-2-3-4-0-1,2,2,3,4,8,1,2,4.0,2.92,1663007,1663007,114,256,26487,14339,32777,1613824,16401
gemm-dse:gemm-0-0-0-3-2-0-3,1,1,1,4,4,1,6,4.0,2.92,2383892,2383892,92,32,5202,4571,32776,2334720,16391
gemm-dse:gemm-2-3-1-1-4-1-1,3,4,2,2,8,2,2,4.0,2.92,241720,241720,130,2048,151851,64543,32777,192546,16391
gemm-dse:gemm-2-3-2-2-3-4-1,3,4,3,3,6,8,2,4.0,2.92,327466,327466,134,1574,117721,48429,32778,278282,16401
gemm-dse:gemm-0-2-2-2-2-3-1,1,3,3,3,4,6,2,4.0,2.92,344132,344132,110,1030,87169,63340,32778,294947,16401
gemm-dse:gemm-3-2-2-0-0-4-2,4,3,3,1,1,8,4,4.0,2.92,573490,573490,134,258,27159,34901,32778,524305,16401
gemm-dse:gemm-0-3-2-2-4-2-0,1,4,3,3,8,4,1,4.0,2.92,10706976,10706976,102,130,23632,21764,32778,10657792,16401
gemm-dse:gemm-1-3-0-3-2-0-0,2,4,1,4,4,1,1,4.0,2.92,6545428,6545428,98,16,4248,4707,32776,6496256,16391
gemm-dse:gemm-0-3-1-2-4-1-0,1,4,2,3,8,2,1,4.0,2.92,10440734,10440734,108,66,12144,11340,32777,10391552,16400
gemm-dse:gemm-0-0-1-0-2-0-0,1,1,2,1,4,1,1,4.0,2.92,6545428,6545428,90,4,2691,3297,32776,6496256,16391
gemm-dse:gemm-2-1-0-3-3-0-0,3,2,1,4,6,1,1,4.0,2.92,7553557,7553557,118,48,11566,9683,32777,7504384,16391
gemm-dse:gemm-2-3-0-3-4-3-4,3,4,1,4,8,6,8,4.0,2.92,180275,180275,130,2048,153099,64395,32777,131101,16391
gemm-dse:gemm-0-3-2-2-0-4-0,1,4,3,3,1,8,1,4.0,2.92,8044576,8044576,102,34,7423,7166,32778,7995392,16401
gemm-dse:gemm-2-2-2-0-3-3-0,3,3,3,1,6,6,1,4.0,2.92,33340448,33340448,110,398,71707,42715,32778,33291264,16401
gemm-dse:gemm-1-0-1-1-0-4-1,2,1,2,2,1,8,2,4.0,2.92,1097755,1097755,94,144,13720,13853,32776,1048582,16391
gemm-dse:gemm-0-0-2-3-0-4-2,1,1,3,4,1,8,4,4.0,2.92,2146342,2146342,108,32,7546,13721,32777,2097158,16401
gemm-dse:gemm-2-2-3-0-0-1-0,3,3,4,1,1,2,1,4.0,2.92,14729249,14729249,106,14,4711,4820,32778,14680075,16391
gemm-dse:gemm-3-3-2-1-0-1-4,4,4,3,2,1,2,8,4.0,2.92,376874,376874,108,256,23444,10351,32777,327690,16401
gemm-dse:gemm-1-3-2-3-1-0-4,2,4,3,4,2,1,8,4.0,2.92,1687583,1687583,114,64,9523,6312,32777,1638400,16401
gemm-dse:gemm-3-1-0-3-2-0-1,4,2,1,4,4,1,2,4.0,2.92,1335316,1335316,98,128,13456,7067,32776,1286144,16391
gemm-dse:gemm-1-2-3-0-0-1-2,2,3,4,1,1,2,4,4.0,2.92,1359904,1359904,118,258,27086,19590,32777,1310730,16391
gemm-dse:gemm-3-0-1-2-0-1-0,4,1,2,3,1,2,1,4.0,2.92,10534942,10534942,108,10,3923,4800,32777,10485760,16400
gemm-dse:gemm-1-3-1-1-0-4-2,2,4,2,2,1,8,4,4.0,2.92,376860,376860,98,224,19554,12130,32776,327687,16391
gemm-dse:gemm-2-1-0-0-3-1-0,3,2,1,1,6,2,1,4.0,2.92,10999829,10999829,115,72,15374,11198,32777,10950656,16391
gemm-dse:gemm-2-3-0-1-3-2-4,3,4,1,2,6,4,8,4.0,2.92,324373,324373,128,1536,110651,41166,32777,275200,16391
gemm-dse:gemm-0-3-0-0-2-1-1,1,4,1,1,4,2,2,4.0,2.92,573522,573522,95,1024,74160,29693,32776,524349,16391
gemm-dse:gemm-3-3-3-3-0-2-2,4,4,4,4,1,4,4,4.0,2.92,180251,180251,98,256,21412,10063,32776,131079,16390
gemm-dse:gemm-1-2-1-2-3-3-2,2,3,2,3,6,6,4,4.0,2.92,381480,381480,128,1550,114928,53973,32777,332298,16400
gemm-dse:gemm-3-2-1-3-1-4-2,4,3,2,4,2,8,4,4.0,2.92,147498,147498,130,514,45262,43468,32777,98325,16390
gemm-dse:gemm-0-1-3-1-1-1-0,1,2,4,2,2,2,1,4.0,2.92,7831571,7831571,94,16,3471,3646,32776,7782400,16390
gemm-dse:gemm-0-2-0-2-1-0-1,1,3,1,3,2,1,2,4.0,2.92,3194921,3194921,110,68,10924,9612,32777,3145738,16401
gemm-dse:gemm-1-2-0-0-3-2-0,2,3,1,1,6,4,1,4.0,2.92,13488917,13488917,115,156,27236,23321,32777,13439744,16391
gemm-dse:gemm-1-1-3-2-3-2-3,2,2,4,3,6,4,6,4.0,2.92,366889,366889,114,1548,114144,47568,32777,317706,16401
gemm-dse:gemm-0-0-1-0-3-2-0,1,1,2,1,6,4,1,4.0,2.92,7996948,7996948,90,8,3484,5321,32776,7947776,16391
gemm-dse:gemm-0-1-3-1-4-3-2,1,2,4,2,8,6,4,4.0,2.92,213022,213022,94,1928,139007,49132,32776,163850,16390
gemm-dse:gemm-2-0-3-1-0-4-4,3,1,4,2,1,8,8,4.0,2.92,835620,835620,106,256,23644,12147,32777,786447,16390
gemm-dse:gemm-2-3-1-3-3-0-0,3,4,2,4,6,1,1,4.0,2.92,7587348,7587348,130,48,12142,9719,32777,7538176,16390
gemm-dse:gemm-0-1-3-1-4-3-4,1,2,4,2,8,6,8,4.0,2.92,213022,213022,94,1928,139007,49132,32776,163850,16390
gemm-dse:gemm-0-0-0-3-0-4-4,1,1,1,4,1,8,8,4.0,2.92,2146331,2146331,92,32,5777,12240,32776,2097158,16391
gemm-dse:gemm-3-1-1-0-4-1-0,4,2,2,1,8,2,1,4.0,2.92,7819284,7819284,96,64,7831,7660,32776,7770112,16391
gemm-dse:gemm-1-0-1-0-0-4-3,2,1,2,1,1,8,6,4.0,2.92,1327125,1327125,92,84,9795,12532,32776,1277952,16391
gemm-dse:gemm-2-3-2-2-1-0-1,3,4,3,3,2,1,2,4.0,2.92,1720362,1720362,134,66,11400,9385,32778,1671178,16401
gemm-dse:gemm-2-3-1-0-4-4-1,3,4,2,1,8,8,2,4.0,2.92,360497,360497,128,2048,152512,64529,32777,311323,16391
gemm-dse:gemm-0-2-1-1-0-3-0,1,3,2,2,1,6,1,4.0,2.92,31768597,31768597,106,62,12501,9245,32777,31719424,16391
gemm-dse:gemm-0-3-2-1-2-2-0,1,4,3,2,4,4,1,4.0,2.92,8093727,8093727,108,64,10189,8295,32777,8044544,16401
gemm-dse:gemm-1-0-0-3-2-1-1,2,1,1,4,4,2,2,4.0,2.92,311331,311331,94,752,57291,27279,32776,262158,16391
gemm-dse:gemm-1-2-2-1-1-4-0,2,3,3,2,2,8,1,4.0,2.92,10797098,10797098,128,98,20381,17597,32778,10747914,16401
gemm-dse:gemm-2-2-3-2-0-1-4,3,3,4,3,1,2,8,4.0,2.92,2146369,2146369,122,262,30806,30460,32778,2097184,16401
gemm-dse:gemm-2-3-0-3-3-1-3,3,4,1,4,6,2,6,4.0,2.92,189205,189205,130,1536,110524,41093,32777,140032,16391
gemm-dse:gemm-2-0-0-1-3-0-3,3,1,1,2,6,1,6,4.0,2.92,2115605,2115605,104,216,24763,16450,32777,2066432,16391
gemm-dse:gemm-3-1-1-3-3-4-1,4,2,2,4,6,8,2,4.0,2.92,152339,152339,98,1536,110878,36503,32776,103168,16390
gemm-dse:gemm-3-1-3-3-1-0-1,4,2,4,4,2,1,2,4.0,2.92,1343507,1343507,98,64,7841,5907,32776,1294336,16390
gemm-dse:gemm-1-1-3-2-4-0-1,2,2,4,3,8,1,2,4.0,2.92,1531935,1531935,114,258,26366,13757,32777,1482752,16401
gemm-dse:gemm-2-0-1-3-1-1-2,3,1,2,4,2,2,4,4.0,2.92,442425,442425,106,512,43545,29923,32777,393252,16390
gemm-dse:gemm-1-1-1-2-4-0-3,2,2,2,3,8,1,6,4.0,2.92,1531934,1531934,108,258,25646,13547,32777,1482752,16400
gemm-dse:gemm-1-1-1-1-3-1-3,2,2,2,2,6,2,6,4.0,2.92,213012,213012,98,1536,107619,35565,32776,163840,16391
gemm-dse:gemm-1-2-0-0-1-4-2,2,3,1,1,2,8,4,4.0,2.92,573510,573510,115,514,47961,41026,32777,524336,16391
gemm-dse:gemm-3-2-3-0-2-3-4,4,3,4,1,4,6,8,4.0,2.92,180277,180277,130,1026,82163,50828,32777,131103,16391
gemm-dse:gemm-1-1-0-2-0-3-3,2,2,1,3,1,6,6,4.0,2.92,573499,573499,102,194,18731,12966,32777,524315,16401
gemm-dse:gemm-0-2-1-2-2-2-0,1,3,2,3,4,4,1,4.0,2.92,13000734,13000734,116,102,22227,14800,32777,12951552,16400
gemm-dse:gemm-2-3-3-0-2-3-2,3,4,4,1,4,6,4,4.0,2.92,180276,180276,130,1024,85870,42246,32777,131102,16391
gemm-dse:gemm-3-3-3-3-0-0-0,4,4,4,4,1,1,1,4.0,2.92,6340632,6340632,98,4,2655,4150,32776,6291460,16390
gemm-dse:gemm-0-1-1-3-2-2-1,1,2,2,4,4,4,2,4.0,2.92,311328,311328,94,832,61986,27630,32776,262156,16390
gemm-dse:gemm-1-3-0-0-4-0-2,2,4,1,1,8,1,4,4.0,2.92,1331220,1331220,95,256,22861,10857,32776,1282048,16391
gemm-dse:gemm-0-3-3-1-4-0-0,1,4,4,2,8,1,1,4.0,2.92,6541331,6541331,98,32,6413,6515,32776,6492160,16390
gemm-dse:gemm-2-2-2-0-3-2-0,3,3,3,1,6,4,1,4.0,2.92,13973536,13973536,110,182,35070,23548,32778,13924352,16401
gemm-dse:gemm-3-0-2-0-0-3-3,4,1,3,1,1,6,6,4.0,2.92,573482,573482,102,172,17046,8544,32777,524298,16401
gemm-dse:gemm-3-0-1-2-2-0-4,4,1,2,3,4,1,8,4.0,2.92,1474590,1474590,108,130,15568,8320,32777,1425408,16400
gemm-dse:gemm-2-0-3-2-0-1-3,3,1,4,3,1,2,6,4.0,2.92,835652,835652,122,258,27804,27206,32778,786467,16401
gemm-dse:gemm-1-2-0-2-3-2-4,2,3,1,3,6,4,8,4.0,2.92,346153,346153,122,1564,118847,54224,32777,296970,16401
gemm-dse:gemm-1-1-3-0-3-4-0,2,2,4,1,6,8,1,4.0,2.92,7903252,7903252,98,192,20351,16187,32776,7854080,16391
gemm-dse:gemm-1-1-2-0-1-4-4,2,2,3,1,2,8,8,4.0,2.92,573482,573482,102,512,42379,18621,32777,524298,16401
gemm-dse:gemm-3-3-0-1-2-4-0,4,4,1,2,4,8,1,4.0,2.92,7659540,7659540,96,128,13328,10748,32776,7610368,16391
gemm-dse:gemm-0-3-1-1-2-3-1,1,4,2,2,4,6,2,4.0,2.92,278556,278556,98,1024,75136,29710,32776,229383,16391
gemm-dse:gemm-2-3-2-2-3-4-3,3,4,3,3,6,8,6,4.0,2.92,327466,327466,134,1574,117721,48429,32778,278282,16401
gemm-dse:gemm-2-0-2-2-2-1-2,3,1,3,3,4,2,4,4.0,2.92,344132,344132,110,1026,85346,48950,32778,294947,16401
gemm-dse:gemm-0-3-2-3-0-2-2,1,4,3,4,1,4,4,4.0,2.92,573478,573478,114,132,13922,9397,32777,524294,16401
gemm-dse:gemm-0-0-3-1-0-2-0,1,1,4,2,1,4,1,4.0,2.92,7716883,7716883,92,8,3043,3421,32776,7667712,16390
gemm-dse:gemm-2-2-2-2-4-2-0,3,3,3,3,8,4,1,4.0,2.92,13328416,13328416,110,196,44910,33913,32778,13279232,16401
gemm-dse:gemm-3-3-3-0-2-3-4,4,4,4,1,4,6,8,4.0,2.92,180260,180260,98,1024,73643,26069,32776,131087,16391
gemm-dse:gemm-0-2-0-2-4-4-1,1,3,1,3,8,8,2,4.0,2.92,245846,245846,110,2052,157611,85610,32777,196662,16401
gemm-dse:gemm-1-1-0-0-0-1-1,2,2,1,1,1,2,2,4.0,2.92,573476,573476,95,160,14908,10500,32776,524303,16391
gemm-dse:gemm-2-2-3-2-0-3-2,3,3,4,3,1,6,4,4.0,2.92,2146369,2146369,122,262,30806,30460,32778,2097184,16401
gemm-dse:gemm-1-1-0-0-3-4-2,2,2,1,1,6,8,4,4.0,2.92,594196,594196,95,1536,109446,35716,32776,545024,16391
gemm-dse:gemm-0-0-2-1-2-4-3,1,1,3,2,4,8,6,4.0,2.92,614442,614442,102,1024,78475,35593,32777,565258,16401
gemm-dse:gemm-2-0-3-3-2-3-3,3,1,4,4,4,6,6,4.0,2.92,311353,311353,106,1024,79150,41749,32777,262180,16390
gemm-dse:gemm-0-3-1-3-2-3-4,1,4,2,4,4,6,8,4.0,2.92,180251,180251,98,1024,73950,26791,32776,131079,16390
gemm-dse:gemm-2-1-2-3-1-1-1,3,2,3,4,2,2,2,4.0,2.92,426039,426039,134,512,47417,31051,32777,376855,16401
gemm-dse:gemm-0-2-3-0-4-4-1,1,3,4,1,8,8,2,4.0,2.92,262201,262201,106,2050,149980,79789,32777,213027,16391
gemm-dse:gemm-1-2-3-1-3-1-0,2,3,4,2,6,2,1,4.0,2.92,13556500,13556500,118,84,16482,14122,32777,13507328,16390
gemm-dse:gemm-1-2-0-0-0-2-1,2,3,1,1,1,4,2,4.0,2.92,573490,573490,115,258,28970,36750,32777,524316,16391
gemm-dse:gemm-3-1-0-0-2-4-3,4,2,1,1,4,8,6,4.0,2.92,573522,573522,95,1024,74372,29116,32776,524349,16391
gemm-dse:gemm-2-3-2-0-2-1-1,3,4,3,1,4,2,2,4.0,2.92,573489,573489,134,1024,85275,43114,32777,524305,16401
gemm-dse:gemm-0-3-2-0-3-4-1,1,4,3,1,6,8,2,4.0,2.92,237343,237343,102,1536,107761,36017,32777,188160,16401
gemm-dse:gemm-2-0-3-2-2-4-1,3,1,4,3,4,8,2,4.0,2.92,311369,311369,122,1026,82695,44224,32778,262184,16401
gemm-dse:gemm-1-1-3-1-1-4-3,2,2,4,2,2,8,6,4.0,2.92,360474,360474,98,488,37482,15877,32776,311302,16390
gemm-dse:gemm-0-0-2-3-1-4-3,1,1,3,4,2,8,6,4.0,2.92,1097769,1097769,108,128,15648,17175,32777,1048585,16401
gemm-dse:gemm-2-2-3-0-1-0-2,3,3,4,1,2,1,4,4.0,2.92,2244640,2244640,106,66,13423,17103,32778,2195466,16391
gemm-dse:gemm-2-0-1-1-3-1-4,3,1,2,2,6,2,8,4.0,2.92,265749,265749,106,1536,112128,41132,32777,216576,16391
gemm-dse:gemm-2-2-3-2-3-1-4,3,3,4,3,6,2,8,4.0,2.92,381738,381738,122,1588,145574,61194,32778,332554,16401
gemm-dse:gemm-2-1-2-1-1-3-3,3,2,3,2,2,6,6,4.0,2.92,409655,409655,128,512,45908,31034,32777,360471,16401
gemm-dse:gemm-3-2-0-0-0-1-0,4,3,1,1,1,2,1,4.0,2.92,13156373,13156373,127,14,4315,4441,32777,13107200,16391
gemm-dse:gemm-2-3-3-2-0-2-2,3,4,4,3,1,4,4,4.0,2.92,344115,344115,146,258,27050,27521,32778,294930,16401
gemm-dse:gemm-0-1-3-0-1-3-2,1,2,4,1,2,6,4,4.0,2.92,704533,704533,94,276,23867,17328,32776,655360,16391
gemm-dse:gemm-1-0-2-3-4-1-2,2,1,3,4,8,2,4,4.0,2.92,249915,249915,110,2048,151578,58124,32777,200731,16401
gemm-dse:gemm-2-2-1-1-2-0-3,3,3,2,2,4,1,6,4.0,2.92,2113568,2113568,106,130,22282,29919,32778,2064394,16391
gemm-dse:gemm-3-0-0-1-2-0-3,4,1,1,2,4,1,6,4.0,2.92,1343508,1343508,96,128,12621,6359,32776,1294336,16391
gemm-dse:gemm-1-2-0-3-0-2-1,2,3,1,4,1,4,2,4.0,2.92,442414,442414,118,258,27072,36769,32777,393240,16391
gemm-dse:gemm-2-3-0-2-4-4-3,3,4,1,3,8,8,6,4.0,2.92,245824,245824,134,2050,164628,71555,32778,196639,16401
gemm-dse:gemm-2-2-1-2-0-1-1,3,3,2,3,1,2,2,4.0,2.92,1097802,1097802,116,262,55347,71033,32778,1048618,16400
gemm-dse:gemm-1-0-1-2-1-4-0,2,1,2,3,2,8,1,4.0,2.92,7995432,7995432,104,66,8578,9001,32777,7946250,16400
gemm-dse:gemm-0-0-3-2-3-0-3,1,1,4,3,6,1,6,4.0,2.92,2730015,2730015,108,74,10195,8283,32777,2680832,16401
gemm-dse:gemm-1-1-0-0-0-0-3,2,2,1,1,1,1,6,4.0,2.92,1097761,1097761,95,32,5295,4826,32776,1048584,16391
gemm-dse:gemm-1-1-0-1-4-4-2,2,2,1,2,8,8,4,4.0,2.92,311379,311379,96,1972,137275,47585,32776,262206,16391
gemm-dse:gemm-1-1-1-1-0-3-4,2,2,2,2,1,6,8,4.0,2.92,573468,573468,98,192,16507,9466,32776,524295,16391
gemm-dse:gemm-3-3-2-1-3-4-2,4,4,3,2,6,8,4,4.0,2.92,163615,163615,108,1560,110457,38044,32777,114432,16401
gemm-dse:gemm-0-0-2-0-3-4-2,1,1,3,1,6,8,4,4.0,2.92,364575,364575,96,1152,85674,29444,32777,315392,16401
gemm-dse:gemm-1-0-3-0-1-2-4,2,1,4,1,2,4,8,4.0,2.92,688149,688149,94,228,20199,16267,32776,638976,16391
gemm-dse:gemm-2-0-3-1-1-1-1,3,1,4,2,2,2,2,4.0,2.92,606264,606264,106,512,43674,31188,32777,557091,16390
gemm-dse:gemm-1-0-3-3-2-0-4,2,1,4,4,4,1,8,4.0,2.92,2383891,2383891,94,64,7470,5726,32776,2334720,16390
gemm-dse:gemm-3-0-1-1-0-1-4,4,1,2,2,1,2,8,4.0,2.92,573468,573468,98,172,15543,7913,32776,524295,16391
gemm-dse:gemm-2-0-0-1-4-0-3,3,1,1,2,8,1,6,4.0,2.92,1736735,1736735,104,256,28142,20870,32777,1687562,16391
gemm-dse:gemm-2-0-0-3-2-4-3,3,1,1,4,4,8,6,4.0,2.92,311358,311358,106,1024,79617,41411,32777,262184,16391
gemm-dse:gemm-3-0-0-1-0-1-1,4,1,1,2,1,2,2,4.0,2.92,573471,573471,96,180,15774,7724,32776,524298,16391
gemm-dse:gemm-1-1-1-3-0-2-4,2,2,2,4,1,4,8,4.0,2.92,573466,573466,98,96,10149,9015,32776,524294,16390
gemm-dse:gemm-3-1-2-1-1-4-3,4,2,3,2,2,8,6,4.0,2.92,344096,344096,108,504,41400,19200,32777,294912,16401
